2021-03-10T10:12:11,708 | WARN  | activator-1-thread-2 | MavenRepositoryURL               | 2 - org.ops4j.pax.url.mvn - 2.6.2 | Repository spec file:/root/system/ does not contain an identifier. Give your repository a name, for example: file:/root/system@snapshots@id=MyName
2021-03-10T10:12:33,884 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 100 - org.apache.camel.camel-api - 3.0.0 | Route: idscp2-policy-offer started and consuming from: direct://policy-offer
2021-03-10T10:12:33,886 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 100 - org.apache.camel.camel-api - 3.0.0 | Route: idscp2-policy-agreement started and consuming from: direct://policy-agreement
2021-03-10T10:12:33,889 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 100 - org.apache.camel.camel-api - 3.0.0 | Route: idscp2-data started and consuming from: direct://data
2021-03-10T10:12:33,913 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 100 - org.apache.camel.camel-api - 3.0.0 | Total 4 routes, of which 4 are started
2021-03-10T10:12:33,920 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintCamelContext            | 100 - org.apache.camel.camel-api - 3.0.0 | Apache Camel 3.0.0 (CamelContext: camel-1) started in 1.532 seconds
2021-03-10T10:12:34,530 | DEBUG | features-3-thread-1 | LuconEngine                      | 48 - ids-dataflow-control - 3.0.2 | Prolog library loaded de.fhg.aisec.ids.dataflowcontrol.lucon.LuconLibrary
2021-03-10T10:12:34,534 | DEBUG | features-3-thread-1 | LuconEngine                      | 48 - ids-dataflow-control - 3.0.2 | Loading theory:
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%   Prolog representation of a data flow policy
%   
%   Source: default
%
%	Do not edit this file, it has been generated automatically
% 	by XText/Xtend.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
% Only required for SWI-Prolog
% Allow the following predicates to be scattered around the prolog file.
% Otherwise Prolog will issue a warning if they are not stated in subsequent lines.
%:- discontiguous service/1.
%:- discontiguous has_endpoint/2.
%:- discontiguous creates_label/2.
%:- discontiguous removes_label/2.
%:- discontiguous rule/1.
%:- discontiguous rule_priority/2.
%:- discontiguous receives_label/1.
%:- discontiguous has_decision/2.
%:- discontiguous has_target/2.
%:- discontiguous has_capability/2.
%:- discontiguous has_property/3.
%:- discontiguous requires_prerequisites/2.
%:- discontiguous has_alternativedecision/2.
%:- discontiguous has_obligation/2.

%%%%%%%%% Basic Blocking Rule %%%%%%%%%%
rule(dropAll).
rule_priority(dropAll,0).
has_decision(dropAll,drop).
receives_label(dropAll).
has_target(dropAll,serviceAll).

%%%%%%%%%% Catch All Service %%%%%%%%%%%
service(serviceAll).
has_endpoint(serviceAll,'.*').

%%%%%%%%%%%%%%%% Rules %%%%%%%%%%%%%%%%%
% Allow everything
rule(allowAll).
rule_priority(allowAll, 1).
has_target(allowAll, serviceAll).
receives_label(allowAll).
has_decision(allowAll, allow).
2021-03-10T10:12:34,536 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |   ids-webconsole/3.0.2
2021-03-10T10:12:34,676 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,type=Bus,instance.id=989257529: org.apache.cxf.bus.ManagedBus@5692aaaa
2021-03-10T10:12:34,682 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,type=Bus,instance.id=989257529: javax.management.modelmbean.RequiredModelMBean@7cacc9ee
2021-03-10T10:12:34,682 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registered org.apache.cxf:bus.id=bus,type=Bus,instance.id=989257529
2021-03-10T10:12:34,685 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,WorkQueueManager=Bus.WorkQueueManager,type=WorkQueueManager,instance.id=738565510: org.apache.cxf.bus.managers.WorkQueueManagerImplMBeanWrapper@5bb57b14
2021-03-10T10:12:34,685 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,WorkQueueManager=Bus.WorkQueueManager,type=WorkQueueManager,instance.id=738565510: javax.management.modelmbean.RequiredModelMBean@7fc5831e
2021-03-10T10:12:34,968 | INFO  | features-3-thread-1 | ServerImpl                       | 162 - org.apache.cxf.cxf-core - 3.3.4 | Setting the server's publish address to be /api/v1
2021-03-10T10:12:34,970 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,type=Bus.Service.Endpoint,service="{http://api.webconsole.ids.aisec.fhg.de/}AppApi",port="AppApi",instance.id=391416238: org.apache.cxf.endpoint.ManagedEndpoint@3e997035
2021-03-10T10:12:34,973 | INFO  | features-3-thread-1 | InstrumentationManagerImpl       | 170 - org.apache.cxf.cxf-rt-management - 3.3.4 | registering MBean org.apache.cxf:bus.id=bus,type=Bus.Service.Endpoint,service="{http://api.webconsole.ids.aisec.fhg.de/}AppApi",port="AppApi",instance.id=391416238: javax.management.modelmbean.RequiredModelMBean@5451e838
2021-03-10T10:12:35,090 | INFO  | features-3-thread-1 | BlueprintContainerImpl           | 89 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle ids-webconsole/3.0.2 has been started
2021-03-10T10:12:35,141 | INFO  | features-3-thread-1 | HttpServiceFactoryImpl           | 303 - org.ops4j.pax.web.pax-web-runtime - 7.2.16 | Binding bundle: [ids-webconsole [55]] to http service
2021-03-10T10:12:35,174 | INFO  | features-3-thread-1 | Activator                        | 193 - org.apache.karaf.deployer.features - 4.2.9 | Deployment finished. Registering FeatureDeploymentListener
2021-03-10T10:12:35,190 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | will add org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer to ServletContainerInitializers
2021-03-10T10:12:35,811 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | added ServletContainerInitializer: org.eclipse.jetty.websocket.jsr356.server.deploy.WebSocketServerContainerInitializer
2021-03-10T10:12:35,811 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | will add org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer to ServletContainerInitializers
2021-03-10T10:12:35,812 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | added ServletContainerInitializer: org.eclipse.jetty.websocket.server.NativeWebSocketServletContainerInitializer
2021-03-10T10:12:35,812 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | will add org.apache.jasper.servlet.JasperInitializer to ServletContainerInitializers
2021-03-10T10:12:35,812 | INFO  | paxweb-extender-2-thread-1 | ServletContainerInitializerScanner | 296 - org.ops4j.pax.web.pax-web-api - 7.2.16 | Skipt org.apache.jasper.servlet.JasperInitializer, because specialized handler will be present
2021-03-10T10:12:35,813 | INFO  | paxweb-extender-2-thread-1 | HttpServiceContext               | 301 - org.ops4j.pax.web.pax-web-jetty - 7.2.16 | registering context WebAppHttpContext{ids-webconsole - 55}, with context-name: 
2021-03-10T10:12:35,823 | INFO  | paxweb-extender-2-thread-1 | HttpServiceContext               | 301 - org.ops4j.pax.web.pax-web-jetty - 7.2.16 | registering JasperInitializer
2021-03-10T10:12:35,827 | INFO  | paxweb-extender-2-thread-1 | WebSocketServerFactory           | 257 - org.eclipse.jetty.util - 9.4.28.v20200408 | No DecoratedObjectFactory provided, using new org.eclipse.jetty.util.DecoratedObjectFactory[decorators=1]
2021-03-10T10:12:35,848 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Done.
2021-03-10T10:12:35,860 | INFO  | paxweb-extender-2-thread-1 | ContextHandler                   | 257 - org.eclipse.jetty.util - 9.4.28.v20200408 | Started HttpServiceContext{httpContext=WebAppHttpContext{ids-webconsole - 55}}
2021-03-10T10:15:38,231 | WARN  | activator-1-thread-2 | MavenRepositoryURL               | 2 - org.ops4j.pax.url.mvn - 2.6.2 | Repository spec file:/root/system/ does not contain an identifier. Give your repository a name, for example: file:/root/system@snapshots@id=MyName
2021-03-10T10:15:38,922 | INFO  | activator-1-thread-2 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Adding features: wrap/[2.6.2,2.6.2]
2021-03-10T10:15:39,021 | WARN  | downloader-4-thread-1 | MavenRepositoryURL               | 2 - org.ops4j.pax.url.mvn - 2.6.2 | Repository spec file:/root/system/ does not contain an identifier. Give your repository a name, for example: file:/root/system@snapshots@id=MyName
2021-03-10T10:15:39,081 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Changes to perform:
2021-03-10T10:15:39,081 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |   Region: root
2021-03-10T10:15:39,081 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |     Bundles to install:
2021-03-10T10:15:39,081 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:org.ops4j.pax.url/pax-url-wrap/2.6.2/jar/uber
2021-03-10T10:15:39,084 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Installing bundles:
2021-03-10T10:15:39,084 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |   mvn:org.ops4j.pax.url/pax-url-wrap/2.6.2/jar/uber
2021-03-10T10:15:39,123 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Starting bundles:
2021-03-10T10:15:39,124 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |   org.ops4j.pax.url.wrap/2.6.2
2021-03-10T10:15:39,132 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Done.
2021-03-10T10:15:39,145 | INFO  | activator-1-thread-2 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Adding features: deployer/[4.2.9,4.2.9],ssh/[4.2.9,4.2.9],management/[4.2.9,4.2.9],system/[4.2.9,4.2.9],ids/[3.0.2,3.0.2],bundle/[4.2.9,4.2.9],log/[4.2.9,4.2.9],aries-blueprint/[4.2.9,4.2.9],kar/[4.2.9,4.2.9],config/[4.2.9,4.2.9],service/[4.2.9,4.2.9],framework/[4.2.9,4.2.9],package/[4.2.9,4.2.9],shell-compat/[4.2.9,4.2.9],shell/[4.2.9,4.2.9],feature/[4.2.9,4.2.9]
2021-03-10T10:15:39,170 | WARN  | downloader-5-thread-1 | MavenRepositoryURL               | 2 - org.ops4j.pax.url.mvn - 2.6.2 | Repository spec file:/root/system/ does not contain an identifier. Give your repository a name, for example: file:/root/system@snapshots@id=MyName
2021-03-10T10:15:44,258 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 | Changes to perform:
2021-03-10T10:15:44,258 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |   Region: root
2021-03-10T10:15:44,259 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |     Bundles to install:
2021-03-10T10:15:44,259 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:org.bouncycastle/bcprov-jdk15on/1.66
2021-03-10T10:15:44,260 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/camel-ids/3.0.2
2021-03-10T10:15:44,260 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/camel-influxdb/3.0.2
2021-03-10T10:15:44,261 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/camel-multipart-processor/3.0.2
2021-03-10T10:15:44,261 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.codepoetics/protonpack/1.15
2021-03-10T10:15:44,262 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-annotations/2.9.10
2021-03-10T10:15:44,262 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-annotations/2.12.0
2021-03-10T10:15:44,263 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-core/2.9.10
2021-03-10T10:15:44,263 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-core/2.12.0
2021-03-10T10:15:44,263 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-databind/2.9.10
2021-03-10T10:15:44,263 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.core/jackson-databind/2.12.0
2021-03-10T10:15:44,263 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.9.10
2021-03-10T10:15:44,264 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.12.0
2021-03-10T10:15:44,264 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       wrap:mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-base/2.9.10$overwrite=merge&Import-Package=javax.ws.rs*;version="[2.0,3)",com.fasterxml.jackson*;version="[2.8,3)"
2021-03-10T10:15:44,264 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-base/2.12.0
2021-03-10T10:15:44,265 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       wrap:mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.9.10$overwrite=merge&Import-Package=javax.ws.rs*;version="[2.0,3)",com.fasterxml.jackson.module.jaxb;resolution:=optional;version="[2.8,3)",com.fasterxml.jackson*;version="[2.8,3)"
2021-03-10T10:15:44,265 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.jaxrs/jackson-jaxrs-json-provider/2.12.0
2021-03-10T10:15:44,265 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.module/jackson-module-jaxb-annotations/2.9.10
2021-03-10T10:15:44,265 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.jackson.module/jackson-module-jaxb-annotations/2.12.0
2021-03-10T10:15:44,266 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.fasterxml.woodstox/woodstox-core/5.0.3
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.github.ben-manes.caffeine/caffeine/2.8.0
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.github.jnr/jnr-ffi/2.1.5
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.github.jnr/jffi/1.2.15
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.github.jnr/jffi/1.2.15/jar/native
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.google.guava/guava/19.0
2021-03-10T10:15:44,267 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.google.guava/guava/27.0-jre
2021-03-10T10:15:44,268 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.google.protobuf/protobuf-java/3.13.0
2021-03-10T10:15:44,268 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.jayway.jsonpath/json-path/2.4.0
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.sun.activation/javax.activation/1.2.0
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:com.sun.istack/istack-commons-runtime/3.0.7
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       wrap:mvn:com.typesafe.netty/netty-reactive-streams/2.0.3
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/cxf-jaxws-patch/3.0.2
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/camel-idscp2-osgi/0.2.0
2021-03-10T10:15:44,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-acme/3.0.2
2021-03-10T10:15:44,271 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-api/2.1.0
2021-03-10T10:15:44,271 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-comm/1.1.0
2021-03-10T10:15:44,271 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-container-manager/3.0.2
2021-03-10T10:15:44,272 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-dataflow-control/3.0.2
2021-03-10T10:15:44,272 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-dynamic-tls/3.0.2
2021-03-10T10:15:44,272 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-endpoint-config/3.0.2
2021-03-10T10:15:44,272 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-infomodel-manager/3.0.2
2021-03-10T10:15:44,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-route-manager/3.0.2
2021-03-10T10:15:44,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-settings/3.0.2
2021-03-10T10:15:44,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-token-manager/3.0.2
2021-03-10T10:15:44,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/ids-webconsole/3.0.2
2021-03-10T10:15:44,273 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/idscp2/0.2.0
2021-03-10T10:15:44,274 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/idscp2-app-layer/0.2.0
2021-03-10T10:15:44,275 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.dropwizard.metrics/metrics-core/3.2.6
2021-03-10T10:15:44,275 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-buffer/4.1.25.Final
2021-03-10T10:15:44,275 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-codec/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-codec-dns/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-codec-http/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-codec-socks/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-common/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-handler/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-handler-proxy/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-resolver/4.1.25.Final
2021-03-10T10:15:44,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-resolver-dns/4.1.25.Final
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-transport/4.1.25.Final
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-transport-native-epoll/4.1.25.Final/jar/linux-x86_64
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-transport-native-kqueue/4.1.43.Final
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:io.netty/netty-transport-native-unix-common/4.1.25.Final
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:jakarta.activation/jakarta.activation-api/1.2.1
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:jakarta.xml.bind/jakarta.xml.bind-api/2.3.2
2021-03-10T10:15:44,277 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/javax-xml-bind-patch/3.0.2
2021-03-10T10:15:44,278 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:javax.el/javax.el-api/3.0.0
2021-03-10T10:15:44,278 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:javax.mail/mail/1.4.7
2021-03-10T10:15:44,278 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:javax.servlet/javax.servlet-api/3.1.0
2021-03-10T10:15:44,279 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:javax.validation/validation-api/2.0.1.Final
2021-03-10T10:15:44,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:javax.websocket/javax.websocket-api/1.1
2021-03-10T10:15:44,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/jnr-unixsocket-wrapper/3.0.2
2021-03-10T10:15:44,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:org.json/json/20180813
2021-03-10T10:15:44,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:de.fhg.aisec.ids/jsonwebtoken-wrapper/3.0.2
2021-03-10T10:15:44,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:net.minidev/accessors-smart/1.2
2021-03-10T10:15:44,283 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:net.minidev/json-smart-action/2.3
2021-03-10T10:15:44,283 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.9 |       mvn:org.antlr/antlr4-runtime/4.7.2
